state,leaid,name
NC,3700840,Edenton-Chowan Schools
NC,3700870,Clay County Schools
NC,3700900,Cleveland County Schools
NC,3700930,Clinton City Schools
NC,3700960,Columbus County Schools
NC,3701080,Currituck County Schools
NC,3701110,Dare County Schools
NC,3701140,Davidson County Schools
NC,3701170,Davie County Schools
NC,3701200,Duplin County Schools
NC,3701260,Durham Public Schools
NC,3701320,Edgecombe County Public Schools
NC,3701380,Elkin City Schools
NC,3701500,Winston Salem / Forsyth County Schools
NC,3701530,Franklin County Schools
NC,3701620,Gaston County Schools
NC,3701680,Gates County Schools
NC,3701770,Graham County Schools
NC,3701800,Granville County Schools
NC,3701830,Greene County Schools
NC,3701920,Guilford County Schools
NC,3701950,Halifax County Schools
NC,3702010,Harnett County Schools
NC,3702040,Haywood County Schools
NC,3702100,Henderson County Schools
NC,3702160,Hertford County Schools
NC,3702190,Hickory City Schools
NC,3702250,Hoke County Schools
NC,3702280,Hyde County Schools
NC,3702310,Iredell-Statesville Schools
NC,3702340,Jackson County Public Schools
NC,3702370,Johnston County Public Schools
NC,3702400,Jones County Schools
NC,3702430,Kannapolis City Schools
NC,3702560,Lee County Schools
NC,3702610,Lenoir County Public Schools
NC,3702640,Lexington City Schools
NC,3702680,Lincoln County Schools
NC,3702760,Macon County Schools
NC,3702820,Madison County Schools
NC,3702880,Martin County Schools
NC,3702940,McDowell County Schools
NC,3702970,Charlotte-Mecklenburg Schools
NC,3703000,Mitchell County Schools
NC,3703060,Montgomery County Schools
NC,3703090,Moore County Schools
NC,3703120,Mooresville Graded School District
NC,3703210,Mount Airy City Schools
NC,3703270,Nash County Public Schools
NC,3703310,Craven County Board of Education
NC,3703330,New Hanover County Schools
NC,3703360,Newton Conover City Schools
NC,3703420,Northampton County Schools
NC,3703450,Onslow County Schools
NC,3703480,Orange County Schools
NC,3703510,Pamlico County Schools
NC,3703540,Elizabeth City-Pasquotank Public Schools
NC,3703570,Pender County Schools
NC,3703600,Perquimans County Schools
NC,3703630,Person County Schools
NC,3703720,Polk County Schools
NC,3703780,Randolph County School System
NC,3703870,Richmond County Schools
NC,3703900,Roanoke Rapids City Schools
NC,3703930,Public Schools of Robeson County
NC,3703990,Rockingham County Schools
NC,3704050,Rowan-Salisbury Schools
NC,3704080,Rutherford County Schools
NC,3704140,Sampson County Schools
NC,3704200,Scotland County Schools
NC,3704320,Stanly County Schools
NC,3704380,Stokes County Schools
NC,3704410,Surry County Schools
NC,3704440,Swain County Schools
NC,3704500,Thomasville City Schools
NC,3704530,Transylvania County Schools
NC,3704590,Tyrrell County Schools
NC,3704620,Union County Public Schools
NC,3704650,Vance County Schools
NC,3704720,Wake County Schools
NC,3704740,Warren County Schools
NC,3704800,Washington County Schools
NC,3704830,Watauga County Schools
NC,3704880,Wayne County Public Schools
NC,3704890,Weldon City Schools
NC,3704920,Whiteville City Schools
NC,3704950,Wilkes County Schools
NC,3705020,Wilson County Schools
NC,3705040,Yadkin County Schools
NC,3705070,Yancey County Schools
NC,3705071,Mountain City Public Montessori
NC,3705072,Eastern NC School for the Deaf
NC,3705073,NC School for the Deaf
NC,3705074,GO BIG Great Opportunities & Boundless I
NC,3705075,Movement School Northwest
NC,3705076,Greenville Preparatory Academy
NC,3705077,Legacy Classical Academy
NC,3705078,Nalanda Charter School
NC,3705079,Wayne STEM Academy
NC,3705080,Riverside Leadership Academy
NC,3705081,Agape Achievement Academy
NC,3705082,Honor Prep
NC,3705083,West Triangle High School
NC,3705084,ALA Monroe
ND,3800004,ND VISION SERVICES/SCHOOL FOR THE BLIND
ND,3800005,MARMOT SCHOOLS
ND,3800006,ND SCHOOL FOR THE DEAF
ND,3800014,BISMARCK 1
ND,3800015,NAUGHTON 25
ND,3800016,STRASBURG 15
ND,3800017,LINTON 36
ND,3800018,CAVALIER 6
ND,3800021,JAMESTOWN 1
ND,3800023,SCRANTON 33
ND,3800024,POWERS LAKE 27
ND,3800025,KINDRED 2
ND,3800027,NEW ENGLAND 9
ND,3800029,DRAKE 57
ND,3800031,HAZEN 3
ND,3800032,BEULAH 27
ND,3800033,FT RANSOM 6
ND,3800036,RICHLAND 44
ND,3800038,DICKINSON 1
ND,3800039,TIOGA 15
ND,3800040,DAKOTA PRAIRIE 1
ND,3800041,MAY-PORT CG 14
ND,3800042,MIDKOTA 7
ND,3800043,GACKLE-STREETER 56
ND,3800044,NORTHERN CASS 97
ND,3800045,ELGIN-NEW LEIPZIG 49
ND,3800046,MOTT-REGENT 1
ND,3800047,TGU 60
ND,3800048,RICHARDTON-TAYLOR 34
ND,3800049,FESSENDEN-BOWDON 25
ND,3800050,MOHALL-LANSFORD-SHERWOOD 1
ND,3800051,GRAND FORKS AFB 140
ND,3800052,CENTER-STANTON 1
ND,3800053,CARRINGTON 49
ND,3800054,NORTH BORDER 100
ND,3800055,FT YATES SPECIAL ED UNIT
ND,3800056,FORDVILLE-LANKIN 5
ND,3800057,LITCHVILLE-MARION 46
ND,3800058,LEWIS AND CLARK 161
ND,3800059,NEW ROCKFORD-SHEYENNE 2
ND,3800060,BARNES COUNTY NORTH 7
ND,3800061,ENDERLIN AREA 24
ND,3800389,KIDDER COUNTY 1
ND,3800390,NORTH STAR 10
ND,3800391,CENTRAL REGIONAL AREA CAREER & TECHNICAL CENTER
ND,3800392,NEW SALEM-ALMONT 49
ND,3800394,JAMESTOWN SPECIAL ED UNIT
ND,3800395,ROUGHRIDER AREA CAREER & TECHNICAL CENTER
ND,3800396,JAMES RIVER SPECIAL ED COOPERATIVE
ND,3800397,VALLEY-EDINBURG 118
ND,3800398,BISMARCK CAREER ACADEMY
ND,3800399,WESTERN EDUCATIONAL REGIONAL COOPERATIVE LEA
ND,3800400,GRAND FORKS AREA CAREER & TECHNICAL CENTER
ND,3800401,PARK RIVER AREA 8
ND,3800402,CASS COUNTY CAREER & TECHNICAL EDUCATION CENTER
ND,3800403,MINOT SPECIAL ED UNIT
ND,3800404,HOPE-PAGE 85
ND,3800405,WILLISTON BASIN 7
ND,3800406,GRAFTON 18
ND,3800407,SOUTHWEST AREA CAREER & TECHNICAL EDUCATION ACADEMY
ND,3800825,NEWBURG-UNITED 54
ND,3801760,ALEXANDER 2
ND,3801950,ANAMOOSE 14
ND,3802014,APPLE CREEK 39
ND,3802170,ASHLEY 9
ND,3802240,BAKKER 10
ND,3802380,BEACH 3
ND,3802530,BELCOURT 7
ND,3802840,BILLINGS CO 1
ND,3803060,BOTTINEAU 1
ND,3803090,BOWBELLS 14
ND,3803200,BOWMAN CO 1
ND,3803590,BURKE CENTRAL 36
ND,3804090,CENTRAL CASS 17
ND,3804140,CENTRAL VALLEY 3
ND,3804560,GRIGGS COUNTY CENTRAL 18
ND,3805040,DEVILS LAKE 1
ND,3805160,DIVIDE COUNTY 1
ND,3805340,DRAYTON 19
ND,3805460,DUNSEITH 1
ND,3805670,EARL 18
ND,3805850,EDGELEY 3
ND,3805950,EDMORE 2
ND,3806010,EIGHT MILE 6
ND,3806090,ELLENDALE 40
ND,3806210,BELFIELD 13
ND,3806360,EMERADO 127
ND,3806690,FAIRMOUNT 18
ND,3806780,FARGO 1
ND,3806910,FINLEY-SHARON 19
ND,3806930,FLASHER 39
ND,3807170,FT TOTTEN 30
ND,3807200,FT YATES 4
ND,3807590,GARRISON 51
ND,3807830,GLEN ULLIN 48
ND,3807850,GLENBURN 26
ND,3807950,GOODRICH 16
ND,3808130,GRAND FORKS 1
ND,3808460,GRENORA 99
ND,3808610,HALLIDAY 19
ND,3808710,HANKINSON 8
ND,3808890,HARVEY 38
ND,3809000,HATTON EIELSON 7
ND,3809130,HAZELTON-MOFFIT-BRADDOCK 6
ND,3809180,HEBRON 13
ND,3809410,HETTINGER 13
ND,3809570,HILLSBORO 9
ND,3809810,HORSE CREEK 32
ND,3810180,KENMARE 28
ND,3810260,KENSAL 19
ND,3810270,KILLDEER 16
ND,3810500,KULM 7
ND,3810600,LAKOTA 66
ND,3810740,LAMOURE 8
ND,3810810,LANGDON AREA 23
ND,3810860,LARIMORE 44
ND,3810980,LEEDS 6
ND,3811140,LIDGERWOOD 28
ND,3811430,LISBON 19
ND,3811540,LITTLE HEART 4
ND,3811610,LONE TREE 6
ND,3811700,MADDOCK 9
ND,3811820,MANDAN 1
ND,3811850,MANDAREE 36
ND,3811970,MANNING 45
ND,3812000,MANVEL 125
ND,3812020,MAPLE VALLEY 4
ND,3812030,MAPLETON 7
ND,3812120,MARMARTH 12
ND,3812350,MAX 50
ND,3812430,MCCLUSKY 19
ND,3812540,MCKENZIE CO 1
ND,3812660,MEDINA 3
ND,3812720,MENOKEN 33
ND,3812920,MIDWAY 128
ND,3812930,MILNOR 2
ND,3812990,MINNEWAUKAN 5
ND,3813030,MINOT 1
ND,3813050,MINTO 20
ND,3813200,WILTON 1
ND,3813230,MONTPELIER 14
ND,3813400,MT PLEASANT 4
ND,3813440,MUNICH 19
ND,3813510,NAPOLEON 2
ND,3813660,NEDROSE 4
ND,3813710,NESSON 2
ND,3813920,NEW TOWN 1
ND,3814290,NORTH SARGENT 3
ND,3814340,NORTHWOOD 129
ND,3814500,OAKES 41
ND,3814520,OBERON 16
ND,3814940,PARSHALL 3
ND,3815150,PINGREE-BUCHANAN 10
ND,3816050,ROLETTE 29
ND,3816090,ROOSEVELT 18
ND,3816130,RUGBY 5
ND,3816430,SARGENT CENTRAL 6
ND,3816470,SAWYER 16
ND,3816510,SELFRIDGE 8
ND,3816980,SOLEN 3
ND,3817040,VELVA 1
ND,3817130,SOUTH HEART 9
ND,3817170,SOUTH PRAIRIE 70
ND,3817460,ST JOHN 3
ND,3817570,STANLEY 2
ND,3817670,STARKWEATHER 44
ND,3817760,STERLING 35
ND,3817910,SURREY 41
ND,3817940,SWEET BRIAR 17
ND,3818280,THOMPSON 61
ND,3818500,TURTLE LAKE-MERCER 72
ND,3818600,TWIN BUTTES 37
ND,3818660,UNDERWOOD 8
ND,3818730,UNITED 7
ND,3818850,VALLEY CITY 2
ND,3819020,WAHPETON 37
ND,3819260,WARWICK 29
ND,3819290,WASHBURN 4
ND,3819410,WEST FARGO 6
ND,3819470,WESTHOPE 17
ND,3819680,WHITE SHIELD 85
ND,3820130,WING 28
ND,3820190,WISHEK 19
ND,3820310,WYNDMERE 42
ND,3820340,YELLOWSTONE 14
ND,3820400,ZEELAND 4
ND,3880100,WEST RIVER STUDENT SERVICES UNIT
ND,3880120,BURLEIGH CO SPECIAL ED UNIT
ND,3880160,LONETREE SPECIAL ED UNIT
ND,3880180,NORTHERN PLAINS SPECIAL ED UNIT
ND,3880200,PEMBINA SPECIAL ED COOPERATIVE
ND,3880220,SOURIS VALLEY SPECIAL SERVICES
ND,3880240,SOUTHWEST SPECIAL ED UNIT
ND,3880250,TURTLE MOUNTAIN SPECIAL ED UNIT
ND,3880260,EAST CENTRAL SPECIAL ED UNIT
ND,3880280,LAKE REGION SPECIAL ED UNIT
ND,3880300,OLIVER-MERCER SPECIAL ED UNIT
ND,3880310,RURAL CASS SPECIAL ED UNIT
ND,3880340,SOUTH CENTRAL PRAIRIE SPECIAL ED UNIT
ND,3880350,WEST FARGO SPECIAL ED UNIT
ND,3880360,WILMAC SPECIAL ED UNIT
ND,3880410,FARGO SPECIAL ED UNIT
ND,3880420,GST SPECIAL ED UNIT
ND,3880430,FT TOTTEN SPECIAL ED UNIT
ND,3880450,DICKINSON SPECIAL ED UNIT
ND,3880460,MORTON-SIOUX SPECIAL ED UNIT
ND,3880470,GRAND FORKS SPECIAL ED UNIT
ND,3880480,PEACE GARDEN STUDENT SUPPORT SERVICES
ND,3880500,SHEYENNE VALLEY SPECIAL ED UNIT
ND,3880520,SOUTH VALLEY SPECIAL ED UNIT
ND,3880540,UPPER VALLEY SPECIAL ED UNIT
ND,3880560,SHEYENNE VALLEY AREA CAREER & TECHNICAL CENTER
ND,3880570,WAHPETON SPECIAL ED UNIT
ND,3880640,LAKE AREA CAREER & TECHNICAL CENTER
ND,3880660,SOUTHEAST REGION CAREER & TECHNICAL CENTER
ND,3880680,JAMES VALLEY AREA CAREER & TECHNICAL CENTER
ND,3880700,NORTH VALLEY AREA CAREER & TECHNICAL CENTER
ND,3880720,BISMARCK SPECIAL ED UNIT
ND,3880750,BISMARCK TECHNICAL CENTER
ND,3880780,MINOT AFB 160
ND,3880781,HUGHES CAREER & TECH EDUCATIONAL CENTER
ND,3880782,CENTRAL REGIONAL SPECIAL ED UNIT
ND,3880783,MCCLUSKY-GOODRICH 29
ND,3880784,BAKKEN AREA SKILLS CENTER
ND,3880785,MINOT AREA WORKFORCE ACADEMY
ND,3880786,HEART RIVER CAREER & TECHNOLOGY CENTER
ND,3880787,VALLEY-EDINBURG SPECIAL ED UNIT
NE,3100002,DAVID CITY PUBLIC SCHOOLS
NE,3100003,EAST BUTLER PUBLIC SCHOOLS
NE,3100004,LAUREL-CONCORD-COLERIDGE SCHOOL
NE,3100006,WEST POINT PUBLIC SCHOOLS
NE,3100008,WISNER-PILGER PUBLIC SCHOOLS
NE,3100010,ANSELMO-MERNA PUBLIC SCHOOLS
NE,3100011,BROKEN BOW PUBLIC SCHOOLS
NE,3100012,CALLAWAY PUBLIC SCHOOLS
NE,3100015,CAMBRIDGE PUBLIC SCHOOLS
NE,3100016,GRAND ISLAND PUBLIC SCHOOLS
NE,3100018,WAUNETA-PALISADE PUBLIC SCHS
NE,3100021,WAVERLY SCHOOL DISTRICT 145
NE,3100022,NORTH PLATTE PUBLIC SCHOOLS
NE,3100023,MAXWELL PUBLIC SCHOOLS
NE,3100024,SUTHERLAND PUBLIC SCHOOLS
NE,3100025,ELKHORN VALLEY SCHOOLS
NE,3100029,SUPERIOR PUBLIC SCHOOLS
NE,3100034,ASHLAND-GREENWOOD PUBLIC SCHS
NE,3100041,STANTON COMMUNITY SCHOOLS
NE,3100046,WEST KEARNEY HIGH SCHOOL
NE,3100047,PINE RIDGE JOB CORPS
NE,3100059,UNIVERSITY OF NEBRASKA HIGH SCHOOL
NE,3100065,FRANKLIN PUBLIC SCHOOLS
NE,3100066,SILVER LAKE PUBLIC SCHOOLS
NE,3100067,BANNER COUNTY PUBLIC SCHOOLS
NE,3100070,AMHERST PUBLIC SCHOOLS
NE,3100071,TEKAMAH-HERMAN COMMUNITY SCHS
NE,3100072,LEYTON PUBLIC SCHOOLS
NE,3100073,ARNOLD PUBLIC SCHOOLS
NE,3100076,SCRIBNER-SNYDER COMMUNITY SCHS
NE,3100077,DUNDY CO STRATTON PUBLIC SCHS
NE,3100080,ALMA PUBLIC SCHOOLS
NE,3100082,STUART PUBLIC SCHOOLS
NE,3100085,ST PAUL PUBLIC SCHOOLS
NE,3100088,NORRIS SCHOOL DIST 160
NE,3100089,PALMER PUBLIC SCHOOLS
NE,3100090,BAYARD PUBLIC SCHOOLS
NE,3100091,FULLERTON PUBLIC SCHOOLS
NE,3100095,CRETE PUBLIC SCHOOLS
NE,3100096,FRIEND PUBLIC SCHOOLS
NE,3100097,MORRILL PUBLIC SCHOOLS
NE,3100098,GERING PUBLIC SCHOOLS
NE,3100099,CENTENNIAL PUBLIC SCHOOLS
NE,3100105,BRIDGEPORT PUBLIC SCHOOLS
NE,3100109,SOUTHERN VALLEY SCHOOLS
NE,3100110,SOUTH PLATTE PUBLIC SCHOOLS
NE,3100111,EUSTIS-FARNAM PUBLIC SCHOOLS
NE,3100112,LAKEVIEW COMMUNITY SCHOOLS
NE,3100114,LOGAN VIEW PUBLIC SCHOOLS
NE,3100115,NORTH BEND CENTRAL PUBLIC SCHS
NE,3100116,FREEMAN PUBLIC SCHOOLS
NE,3100117,HEARTLAND COMMUNITY SCHOOLS
NE,3100118,FILLMORE CENTRAL PUBLIC SCHS
NE,3100120,HITCHCOCK CO SCH SYSTEM
NE,3100121,DONIPHAN-TRUMBULL PUBLIC SCHS
NE,3100122,SOUTH CENTRAL NEBRASKA UNIFIED 5
NE,3100123,HIGH PLAINS COMMUNITY SCHOOLS
NE,3100124,BRUNING-DAVENPORT UNIFIED SYS
NE,3100125,DILLER-ODELL PUBLIC SCHOOLS
NE,3100129,TWIN RIVER PUBLIC SCHOOLS
NE,3100130,CROSS COUNTY COMMUNITY SCHOOLS
NE,3100132,THAYER CENTRAL COMMUNITY SCHS
NE,3100133,EXETER-MILLIGAN PUBLIC SCHOOLS
NE,3100134,WILCOX-HILDRETH PUBLIC SCHOOLS
NE,3100140,CREEK VALLEY SCHOOLS
NE,3100141,EMERSON-HUBBARD PUBLIC SCHOOLS
NE,3100145,NOVA ALTERNATIVE SCHOOL
NE,3100146,BOYS TOWN INTERIM PRG SCHS
NE,3100147,DOUGLAS COUNTY YOUTH CENTER
NE,3100150,MORTON SCHOOL
NE,3100151,PATHFINDER ED PRG-LANCASTER CO
NE,3100152,CHILD GUIDANCE SCHOOL
NE,3100154,NORTHEAST NE JUVENILE SERVICES
NE,3100157,PERKINS COUNTY SCHOOLS
NE,3100160,PATRICK J THOMAS JUVENILE JUSTICE CNTR
NE,3100163,CHASE COUNTY SCHOOLS
NE,3100165,DOUGLAS CO WEST COMMUNITY SCHS
NE,3100166,UTA HALEE ACADEMY PROGRAM
NE,3100170,GORDON-RUSHVILLE PUBLIC SCHS
NE,3100172,WEST HOLT PUBLIC SCHOOLS
NE,3100176,JOHNSON CO CENTRAL PUBLIC SCHS
NE,3100177,NCYF COMMUNITY HIGH SCHOOL
NE,3100178,SOUTHWEST PUBLIC SCHOOLS
NE,3100179,HUMBOLDT TABLE ROCK STEINAUER
NE,3100181,ALEGENT/IMMANUEL RTC
NE,3100183,HOWELLS-DODGE CONSOLIDATED SCHOOLS
NE,3100184,RIVERSIDE PUBLIC SCHOOLS
NE,3100185,CENTRAL VALLEY PUBLIC SCHOOLS
NE,3100186,OMAHA HOME FOR BOYS SCHOOL
NE,3100187,BOYD COUNTY SCHOOLS
NE,3100189,SUMMERLAND PUBLIC SCHOOLS
NE,3100190,WEST HASTINGS SCHOOL
NE,3100191,NEBRASKA YOUTH ACADEMY
NE,3101992,ELMWOOD-MURDOCK PUBLIC SCHOOLS
NE,3102770,ADAMS CENTRAL PUBLIC SCHOOLS
NE,3102790,AINSWORTH COMMUNITY SCHOOLS
NE,3102820,BOONE CENTRAL SCHOOLS
NE,3102880,ALLEN CONSOLIDATED SCHOOLS
NE,3102910,ALLIANCE PUBLIC SCHOOLS
NE,3103060,ANSLEY PUBLIC SCHOOLS
NE,3103090,ARAPAHOE PUBLIC SCHOOLS
NE,3103120,ARCADIA PUBLIC SCHOOLS
NE,3103130,ARLINGTON PUBLIC SCHOOLS
NE,3103210,ARTHUR COUNTY SCHOOLS
NE,3103330,AUBURN PUBLIC SCHOOLS
NE,3103360,AURORA PUBLIC SCHOOLS
NE,3103420,AXTELL COMMUNITY SCHOOLS
NE,3103440,BANCROFT-ROSALIE COMM SCHOOLS
NE,3103540,BATTLE CREEK PUBLIC SCHOOLS
NE,3103600,BEATRICE PUBLIC SCHOOLS
NE,3103810,BELLEVUE PUBLIC SCHOOLS
NE,3103990,BENNINGTON PUBLIC SCHOOLS
NE,3104020,BERTRAND PUBLIC SCHOOLS
NE,3104100,BLAIR COMMUNITY SCHOOLS
NE,3104140,BLOOMFIELD COMMUNITY SCHOOLS
NE,3104200,BLUE HILL COMMUNITY SCHOOLS
NE,3104290,BRADY PUBLIC SCHOOLS
NE,3104640,BURWELL PUBLIC SCHOOLS
NE,3104870,CEDAR BLUFFS PUBLIC SCHOOLS
NE,3104920,CENTRAL CITY PUBLIC SCHOOLS
NE,3104950,RAYMOND CENTRAL PUBLIC SCHOOLS
NE,3104980,CHADRON PUBLIC SCHOOLS
NE,3105010,CHAMBERS PUBLIC SCHOOLS
NE,3105160,CLARKSON PUBLIC SCHOOLS
NE,3105280,CODY-KILGORE PUBLIC SCHS
NE,3105340,COLUMBUS PUBLIC SCHOOLS
NE,3105460,COZAD COMMUNITY SCHOOLS
NE,3105520,CRAWFORD PUBLIC SCHOOLS
NE,3105550,CREIGHTON COMMUNITY PUBLIC SCHOOLS
NE,3105630,CROFTON COMMUNITY SCHOOLS
NE,3105910,DESHLER PUBLIC SCHOOLS
NE,3105970,TRI COUNTY PUBLIC SCHOOLS
NE,3109120,HAYES CENTER PUBLIC SCHOOLS
NE,3119560,UMO N HO N NATION PUBLIC SCHS
NE,3162950,CENTURA PUBLIC SCHOOLS
NE,3169840,DORCHESTER PUBLIC SCHOOL
NE,3170020,ELBA PUBLIC SCHOOLS
NE,3170050,ELGIN PUBLIC SCHOOLS
NE,3170110,ELKHORN PUBLIC SCHOOLS
NE,3170140,ELM CREEK PUBLIC SCHOOLS
NE,3170220,ELWOOD PUBLIC SCHOOLS
NE,3170440,FAIRBURY PUBLIC SCHOOLS
NE,3170530,FALLS CITY PUBLIC SCHOOLS
NE,3170650,FORT CALHOUN COMMUNITY SCHS
NE,3170710,FREMONT PUBLIC SCHOOLS
NE,3170800,GARDEN COUNTY SCHOOLS
NE,3170980,GIBBON PUBLIC SCHOOLS
NE,3171010,GILTNER PUBLIC SCHOOLS
NE,3171100,GOTHENBURG PUBLIC SCHOOLS
NE,3171220,GRETNA PUBLIC SCHOOLS
NE,3171370,HAMPTON PUBLIC SCHOOL
NE,3171520,HARTINGTON NEWCASTLE PUBLIC SCHOOLS
NE,3171550,HARVARD PUBLIC SCHOOLS
NE,3171580,HASTINGS PUBLIC SCHOOLS
NE,3171610,HAY SPRINGS PUBLIC SCHOOLS
NE,3171730,HEMINGFORD PUBLIC SCHOOLS
NE,3171820,HERSHEY PUBLIC SCHOOLS
NE,3171940,HOLDREGE PUBLIC SCHOOLS
NE,3172000,HOMER COMMUNITY SCHOOLS
NE,3172150,HUMPHREY PUBLIC SCHOOLS
NE,3172210,HYANNIS AREA SCHOOLS
NE,3172335,JOHNSON-BROCK PUBLIC SCHOOLS
NE,3172390,KEARNEY PUBLIC SCHOOLS
NE,3172420,KENESAW PUBLIC SCHOOLS
NE,3172480,KEYA PAHA COUNTY SCHOOLS
NE,3172570,KIMBALL PUBLIC SCHOOLS
NE,3172720,LEIGH COMMUNITY SCHOOLS
NE,3172780,LEWISTON CONSOLIDATED SCHOOLS
NE,3172810,LEXINGTON PUBLIC SCHOOLS
NE,3172840,LINCOLN PUBLIC SCHOOLS
NE,3172910,LITCHFIELD PUBLIC SCHOOLS
NE,3172990,LOOMIS PUBLIC SCHOOLS
NE,3173050,LOUISVILLE PUBLIC SCHOOLS
NE,3173090,LOUP CITY PUBLIC SCHOOLS
NE,3173120,LOUP COUNTY PUBLIC SCHOOLS
NE,3173210,LYONS-DECATUR NORTHEAST SCHS
NE,3173230,MADISON PUBLIC SCHOOLS
NE,3173290,MALCOLM PUBLIC SCHOOLS
NE,3173440,MAYWOOD PUBLIC SCHOOLS
NE,3173470,MC COOK PUBLIC SCHOOLS
NE,3173500,MC COOL JUNCTION PUBLIC SCHS
NE,3173560,MC PHERSON COUNTY SCHOOLS
NE,3173590,MEAD PUBLIC SCHOOLS
NE,3173600,MEDICINE VALLEY PUBLIC SCHOOLS
NE,3173660,MERIDIAN PUBLIC SCHOOLS
NE,3173710,MILFORD PUBLIC SCHOOLS
NE,3173740,MILLARD PUBLIC SCHOOLS
NE,3173800,MINATARE PUBLIC SCHOOLS
NE,3173830,MINDEN PUBLIC SCHOOLS
NE,3173890,MITCHELL PUBLIC SCHOOLS
NE,3174040,MULLEN PUBLIC SCHOOLS
NE,3174160,NEBRASKA CITY PUBLIC SCHOOLS
NE,3174200,CONESTOGA PUBLIC SCHOOLS
NE,3174220,NELIGH-OAKDALE SCHOOLS
NE,3174340,NEWMAN GROVE PUBLIC SCHOOLS
NE,3174370,NIOBRARA PUBLIC SCHOOLS
NE,3174430,NORFOLK PUBLIC SCHOOLS
NE,3174580,NORTHWEST PUBLIC SCHOOLS
NE,3174640,OAKLAND CRAIG PUBLIC SCHOOLS
NE,3174760,OGALLALA PUBLIC SCHOOLS
NE,3174820,OMAHA PUBLIC SCHOOLS
NE,3174850,O'NEILL PUBLIC SCHOOLS
NE,3174940,ORD PUBLIC SCHOOLS
NE,3175000,OSCEOLA PUBLIC SCHOOLS
NE,3175030,OSMOND COMMUNITY SCHOOLS
NE,3175060,OVERTON PUBLIC SCHOOLS
NE,3175210,PALMYRA DISTRICT O R 1
NE,3175270,PAPILLION LA VISTA COMMUNITY SCHOOLS
NE,3175330,PAWNEE CITY PUBLIC SCHOOLS
NE,3175360,PAXTON CONSOLIDATED SCHOOLS
NE,3175390,PENDER PUBLIC SCHOOLS
NE,3175510,PIERCE PUBLIC SCHOOLS
NE,3175570,PLAINVIEW PUBLIC SCHOOLS
NE,3175630,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS
NE,3175660,PLATTSMOUTH COMMUNITY SCHOOLS
NE,3175690,PLEASANTON PUBLIC SCHOOLS
NE,3175770,PONCA PUBLIC SCHOOLS
NE,3175810,POTTER-DIX PUBLIC SCHOOLS
NE,3175900,RALSTON PUBLIC SCHOOLS
NE,3175930,RANDOLPH PUBLIC SCHOOLS
NE,3175960,RAVENNA PUBLIC SCHOOLS
NE,3175990,RED CLOUD COMMUNITY SCHOOLS
NE,3176170,ROCK COUNTY PUBLIC SCHOOLS
NE,3176380,SANDHILLS PUBLIC SCHOOLS
NE,3176400,ISANTI COMMUNITY SCHOOL
NE,3176410,SARGENT PUBLIC SCHOOLS
NE,3176450,SCHUYLER COMMUNITY SCHOOLS
NE,3176470,SCOTTSBLUFF PUBLIC SCHOOLS
NE,3176560,SEWARD PUBLIC SCHOOLS
NE,3176590,SHELBY - RISING CITY PUBLIC SCHOOLS
NE,3176620,SHELTON PUBLIC SCHOOLS
NE,3176650,SHICKLEY PUBLIC SCHOOLS
NE,3176710,SIDNEY PUBLIC SCHOOLS
NE,3176800,SIOUX COUNTY PUBLIC SCHOOLS
NE,3176860,SO SIOUX CITY COMMUNITY SCHS
NE,3176980,ST EDWARD PUBLIC SCHOOLS
NE,3177100,STAPLETON PUBLIC SCHOOLS
NE,3177180,SOUTHERN SCHOOL DISTRICT 1
NE,3177190,STERLING PUBLIC SCHOOLS
NE,3177340,SUMNER-EDDYVILLE-MILLER SCHS
NE,3177520,SUTTON PUBLIC SCHOOLS
NE,3177550,SYRACUSE-DUNBAR-AVOCA SCHOOLS
NE,3177730,THEDFORD PUBLIC SCHOOLS
NE,3178020,VALENTINE COMMUNITY SCHOOLS
NE,3178120,VERDIGRE PUBLIC SCHOOLS
NE,3178210,WAHOO PUBLIC SCHOOLS
NE,3178240,WAKEFIELD PUBLIC SCHOOLS
NE,3178260,WALLACE PUBLIC SCH DIST 65 R
NE,3178300,WALTHILL PUBLIC SCHOOLS
NE,3178450,WAUSA PUBLIC SCHOOLS
NE,3178520,WAYNE COMMUNITY SCHOOLS
NE,3178540,WEEPING WATER PUBLIC SCHOOLS
NE,3178660,WESTSIDE COMMUNITY SCHOOLS
NE,3178670,WHEELER CENTRAL SCHOOLS
NE,3178720,WILBER-CLATONIA PUBLIC SCHOOLS
NE,3178810,WINNEBAGO PUBLIC SCHOOLS DISTRICT 17
NE,3178840,WINSIDE PUBLIC SCHOOLS
NE,3178940,WOOD RIVER RURAL SCHOOLS
NE,3178990,WYNOT PUBLIC SCHOOLS
NE,3179050,YORK PUBLIC SCHOOLS
NE,3179080,YUTAN PUBLIC SCHOOLS
NE,3180010,EDUCATIONAL SERVICE UNIT 01
NE,3180020,EDUCATIONAL SERVICE UNIT 02
NE,3180030,EDUCATIONAL SERVICE UNIT 03
NE,3180040,EDUCATIONAL SERVICE UNIT 04
NE,3180050,EDUCATIONAL SERVICE UNIT 05
NE,3180060,EDUCATIONAL SERVICE UNIT 06
NE,3180070,EDUCATIONAL SERVICE UNIT 07
NE,3180080,EDUCATIONAL SERVICE UNIT 08
