state,leaid,name
AK,0200001,Lower Kuskokwim School District
AK,0200003,Lower Yukon School District
AK,0200004,Yupiit School District
AK,0200005,Kashunamiut School District
AK,0200006,Mount Edgecumbe
AK,0200007,Aleutians East Borough School District
AK,0200010,Aleutian Region School District
AK,0200020,Bering Strait School District
AK,0200030,Bristol Bay Borough School District
AK,0200050,Alaska Gateway School District
AK,0200060,Cordova City School District
AK,0200070,Copper River School District
AK,0200090,Craig City School District
AK,0200100,Delta/Greely School District
AK,0200120,Dillingham City School District
AK,0200130,Galena City School District
AK,0200150,Ketchikan Gateway Borough School District
AK,0200180,Anchorage School District
AK,0200210,Juneau Borough School District
AK,0200240,Sitka School District
AK,0200270,Haines Borough School District
AK,0200300,Hoonah City School District
AK,0200330,Hydaburg City School District
AK,0200360,Kake City School District
AK,0200390,Kenai Peninsula Borough School District
AK,0200450,Klawock City School District
AK,0200480,Kodiak Island Borough School District
AK,0200485,Lake and Peninsula Borough School District
AK,0200510,Matanuska-Susitna Borough School District
AK,0200520,Iditarod Area School District
AK,0200525,Annette Island School District
AK,0200540,Nenana City School District
AK,0200570,Nome Public Schools
AK,0200600,Fairbanks North Star Borough School District
AK,0200610,North Slope Borough School District
AK,0200625,Northwest Arctic Borough School District
AK,0200630,Pelican City School District
AK,0200660,Petersburg Borough School District
AK,0200670,Pribilof School District
AK,0200680,Saint Mary's School District
AK,0200690,Skagway School District
AK,0200700,Southeast Island School District
AK,0200710,Southwest Region School District
AK,0200715,Tanana City School District
AK,0200720,Unalaska City School District
AK,0200730,Chatham School District
AK,0200760,Kuspuk School District
AK,0200770,Denali Borough School District
AK,0200775,Yukon Flats School District
AK,0200780,Valdez City School District
AK,0200800,Chugach School District
AK,0200810,Wrangell Public School District
AK,0200840,Yakutat School District
AK,0200862,Yukon-Koyukuk School District
AL,0100002,Alabama Youth Services
AL,0100005,Albertville City
AL,0100006,Marshall County
AL,0100007,Hoover City
AL,0100008,Madison City
AL,0100009,Al Inst Deaf And Blind
AL,0100010,Al Sch Of Math And Science
AL,0100011,Leeds City
AL,0100012,Boaz City
AL,0100013,Trussville City
AL,0100018,Alabama School of Fine Arts
AL,0100030,Alexander City
AL,0100060,Andalusia City
AL,0100090,Anniston City
AL,0100100,Arab City
AL,0100120,Athens City
AL,0100176,JF Ingram State Technical College
AL,0100180,Attalla City
AL,0100185,Saraland City
AL,0100188,Chickasaw City
AL,0100189,Satsuma City
AL,0100190,Alabaster City
AL,0100194,Pelham City
AL,0100195,Pike Road City
AL,0100197,MAEF Public Charter Schools
AL,0100199,University Charter School
AL,0100201,Legacy Prep
AL,0100202,Gulf Shores City
AL,0100203,LEAD Academy
AL,0100204,i3 Academy
AL,0100207,LIFE Academy
AL,0100208,Breakthrough Charter School
AL,0100210,Auburn City
AL,0100211,Magic City Acceptance Academy
AL,0100212,Alabama School of Cyber Technology and Engineering
AL,0100213,Alabama Aerospace and Aviation
AL,0100240,Autauga County
AL,0100270,Baldwin County
AL,0100300,Barbour County
AL,0100330,Bessemer City
AL,0100360,Bibb County
AL,0100390,Birmingham City
AL,0100420,Blount County
AL,0100450,Brewton City
AL,0100480,Bullock County
AL,0100510,Butler County
AL,0100540,Calhoun County
AL,0100600,Chambers County
AL,0100630,Cherokee County
AL,0100660,Chilton County
AL,0100690,Choctaw County
AL,0100720,Clarke County
AL,0100750,Clay County
AL,0100780,Cleburne County
AL,0100810,Coffee County
AL,0100840,Colbert County
AL,0100870,Conecuh County
AL,0100900,Coosa County
AL,0100930,Covington County
AL,0100960,Crenshaw County
AL,0100990,Cullman City
AL,0101020,Cullman County
AL,0101050,Dale County
AL,0101080,Daleville City
AL,0101110,Dallas County
AL,0101140,DeKalb County
AL,0101170,Decatur City
AL,0101200,Demopolis City
AL,0101230,Dothan City
AL,0101260,Elba City
AL,0101290,Elmore County
AL,0101320,Enterprise City
AL,0101350,Escambia County
AL,0101380,Etowah County
AL,0101410,Eufaula City
AL,0101440,Fairfield City
AL,0101470,Fayette County
AL,0101530,Florence City
AL,0101560,Fort Payne City
AL,0101590,Franklin County
AL,0101620,Gadsden City
AL,0101640,Geneva City
AL,0101660,Geneva County
AL,0101680,Greene County
AL,0101690,Guntersville City
AL,0101710,Hale County
AL,0101720,Haleyville City
AL,0101730,Hartselle City
AL,0101740,Henry County
AL,0101760,Homewood City
AL,0101770,Houston County
AL,0101800,Huntsville City
AL,0101830,Jackson County
AL,0101860,Jacksonville City
AL,0101890,Jasper City
AL,0101920,Jefferson County
AL,0101950,Lamar County
AL,0101980,Lanett City
AL,0102010,Lauderdale County
AL,0102040,Lawrence County
AL,0102070,Lee County
AL,0102100,Limestone County
AL,0102130,Linden City
AL,0102160,Lowndes County
AL,0102190,Macon County
AL,0102220,Madison County
AL,0102250,Marengo County
AL,0102310,Marion County
AL,0102350,Midfield City
AL,0102370,Mobile County
AL,0102400,Monroe County
AL,0102430,Montgomery County
AL,0102480,Morgan County
AL,0102490,Mountain Brook City
AL,0102520,Muscle Shoals City
AL,0102550,Oneonta City
AL,0102580,Opelika City
AL,0102610,Opp City
AL,0102635,Oxford City
AL,0102640,Ozark City
AL,0102650,Pell City
AL,0102670,Perry County
AL,0102700,Phenix City
AL,0102730,Pickens County
AL,0102760,Piedmont City
AL,0102790,Pike County
AL,0102820,Randolph County
AL,0102850,Roanoke City
AL,0102880,Russell County
AL,0102910,Russellville City
AL,0102940,Scottsboro City
AL,0102970,Selma City
AL,0103000,Sheffield City
AL,0103030,Shelby County
AL,0103062,St Clair County
AL,0103090,Sumter County
AL,0103120,Sylacauga City
AL,0103150,Talladega City
AL,0103180,Talladega County
AL,0103210,Tallapoosa County
AL,0103240,Tallassee City
AL,0103270,Tarrant City
AL,0103300,Thomasville City
AL,0103330,Troy City
AL,0103360,Tuscaloosa City
AL,0103390,Tuscaloosa County
AL,0103420,Tuscumbia City
AL,0103430,Vestavia Hills City
AL,0103450,Walker County
AL,0103480,Washington County
AL,0103510,Wilcox County
AL,0103540,Winfield City
AL,0103580,Winston County
AL,0103581,Orange Beach City
AL,0103582,Empower Community School
AL,0103583,Covenant Academy of Mobile
AL,0103584,Barnabas School of Leadership
AL,0103585,Freedom Prep Academy
AL,0103586,Floretta P Carson Visual and Performing Arts
AR,0500001,DEWITT SCHOOL DISTRICT
AR,0500002,SAU-TECH CAREER CENTER
AR,0500005,OZARKS UNLITD. RESOURCE COOP
AR,0500006,WARREN SCHOOL DISTRICT
AR,0500008,DAWSON EDUCATION SERVICE COOP
AR,0500009,CORNING SCHOOL DISTRICT
AR,0500011,ARCH FORD EDUC. SERVICE COOP
AR,0500012,RIVERSIDE SCHOOL DISTRICT
AR,0500013,SOUTHEAST ARK. EDUC. COOP
AR,0500014,WESTERN ARKANSAS COOP
AR,0500015,SHERIDAN SCHOOL DISTRICT
AR,0500016,MARMADUKE SCHOOL DISTRICT
AR,0500017,PARAGOULD SCHOOL DISTRICT
AR,0500018,SOUTHWEST ARK. COOP
AR,0500019,BATESVILLE SCHOOL DISTRICT
AR,0500020,MIDLAND SCHOOL DISTRICT
AR,0500021,IZARD COUNTY CONSOLIDATED SCHOOL DISTRICT
AR,0500022,NORTH CENTRAL ARK. EDUC COOP
AR,0500023,NEWPORT SCHOOL DISTRICT
AR,0500024,ARK. RIVER EDUC  SERVICE COOP
AR,0500025,ARKANSAS CORRECTIONAL SCHOOLS
AR,0500026,PINE BLUFF SCHOOL DISTRICT
AR,0500027,NORTHEAST ARK. EDUC. COOP
AR,0500028,STAR CITY SCHOOL DISTRICT
AR,0500029,GOSNELL SCHOOL DISTRICT
AR,0500030,NEVADA SCHOOL DISTRICT
AR,0500031,SOUTH CENTRAL SERVICE COOP
AR,0500032,BEARDEN SCHOOL DISTRICT
AR,0500033,GREAT RIVERS EDUC. SERV. COOP
AR,0500034,CROWLEY'S RIDGE EDUCATION COOP
AR,0500035,ARK. SCHOOL FOR THE BLIND
AR,0500036,ARK. SCHOOL FOR THE DEAF
AR,0500037,DEQUEEN/MENA EDUC. COOP
AR,0500039,NORTHWEST ARK. EDUCATION COOP
AR,0500040,WILBUR D. MILLS EDUC. COOP
AR,0500041,WESTERN YELL CO. SCHOOL DIST.
AR,0500042,HAMBURG SCHOOL DISTRICT
AR,0500043,MOUNTAIN HOME SCHOOL DISTRICT
AR,0500044,MAGNOLIA SCHOOL DISTRICT
AR,0500045,RIVERCREST SCHOOL DISTRICT
AR,0500046,MANILA SCHOOL DISTRICT
AR,0500047,TRUMANN SCHOOL DISTRICT
AR,0500048,EAST POINSETT CO. SCHOOL DIST.
AR,0500049,DEQUEEN SCHOOL DISTRICT
AR,0500051,PALESTINE-WHEATLEY SCH. DIST.
AR,0500052,SOUTH ARK CAREER CENTER
AR,0500053,WESTARK TECHNICAL CENTER
AR,0500054,ASU THREE RIVERS CAREER CENTER
AR,0500055,ARKANSAS ARTS ACADEMY
AR,0500056,ASU BEEBE REGIONAL CAREER CENTER - SEARCY
AR,0500057,NATIONAL PARK TECHNOLOGY CENTER
AR,0500058,UA-PTC TECHNICAL CENTER
AR,0500059,ACADEMICS PLUS PUBLIC CHARTER SCHOOLS
AR,0500060,NORTH ARKANSAS COLLEGE SECONDARY CENTER
AR,0500061,IMBODEN CHARTER SCHOOL DISTRICT
AR,0500062,KIPP DELTA PUBLIC SCHOOLS
AR,0500065,LAFAYETTE COUNTY SCHOOL DISTRICT
AR,0500066,PHILLIPS COMMUNITY COLLEGE CAREER & TECHNICAL CENTER
AR,0500067,CLEVELAND COUNTY SCHOOL DISTRICT
AR,0500068,EMERSON-TAYLOR-BRADLEY SCHOOL DISTRICT
AR,0500070,CEDAR RIDGE SCHOOL DISTRICT
AR,0500071,HILLCREST SCHOOL DISTRICT
AR,0500072,DEER/MT. JUDEA SCHOOL DISTRICT
AR,0500073,OUACHITA RIVER SCHOOL DISTRICT
AR,0500074,LISA ACADEMY
AR,0500075,EAST ARKANSAS CAREER CENTER
AR,0500076,OZARK MOUNTAIN SCHOOL DISTRICT
AR,0500078,HAAS HALL ACADEMY
AR,0500079,TWO RIVERS SCHOOL DISTRICT
AR,0500080,ARKANSAS NORTHEASTERN COLLEGE TECHNICAL CENTER
AR,0500081,NORTHWEST ARKANSAS COMMUNITY COLLEGE REGIONAL CENTER
AR,0500082,LAWRENCE COUNTY SCHOOL DISTRICT
AR,0500389,DHS DIVISION OF DEVELOPMENTAL DISABILITIES SERVICES
AR,0500390,DIVISION OF YOUTH SERVICES SCHOOL SYSTEM
AR,0500394,ARKANSAS VIRTUAL ACADEMY
AR,0500398,ESTEM PUBLIC CHARTER SCHOOL
AR,0500402,ARKANSAS LIGHTHOUSE CHARTER SCHOOLS
AR,0500405,COSSATOT RIVER SCHOOL DISTRICT
AR,0500407,GRADUATE ARKANSAS  CHARTER
AR,0500408,PREMIER HIGH SCHOOLS OF ARKANSAS
AR,0500409,FOUNDERS CLASSICAL ACADEMIES OF ARKANSAS
AR,0500411,EXALT ACADEMY OF SOUTHWEST LITTLE ROCK
AR,0500417,ARKANSAS CONNECTIONS ACADEMY
AR,0500418,FUTURE SCHOOL OF FORT SMITH
AR,0500419,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT
AR,0500420,THE EXCEL CENTER
AR,0500421,SCHOLARMADE ACHIEVEMENT PLACE OF ARKANSAS
AR,0500423,FRIENDSHIP ASPIRE ACADEMIES ARKANSAS
AR,0500425,RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL N LITTLE ROCK
AR,0500426,HOPE ACADEMY OF NORTHWEST ARKANSAS
AR,0500428,ASU - MOUNTAIN HOME CAREER CENTER
AR,0500429,UACCM TECHNICAL CENTER
AR,0500430,UA HOPE TEXARKANA TECHNICAL CENTER
AR,0500431,UACCB TECHNICAL CENTER
AR,0500432,OZARKA COLLEGE TECHNICAL CENTER
AR,0500433,ASU NEWPORT SEC CAREER CENTER (IGNITE)
AR,0500434,JEFFERSON AREA CAREER CENTER
AR,0500435,UA RICH MOUNTAIN TECHNICAL CENTER
AR,0500436,ARK TECH UNIVERISTY CAREER CENTER
AR,0500437,BLACK RIVER TECHNICAL COLLEGE
AR,0500438,COSSATOT COMMUNITY COLLEGE OF THE UA
AR,0500439,MID SOUTH COMMUNITY COLLEGE
AR,0500440,WESTWIND SCHOOL FOR PERFORMING ARTS
AR,0500441,RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL OF SPRINGDALE
AR,0502250,ALMA SCHOOL DISTRICT
AR,0502280,ALPENA SCHOOL DISTRICT
AR,0502430,ARKADELPHIA SCHOOL DISTRICT
AR,0502550,ARMOREL SCHOOL DISTRICT
AR,0502580,ASHDOWN SCHOOL DISTRICT
AR,0502610,ATKINS SCHOOL DISTRICT
AR,0502670,AUGUSTA SCHOOL DISTRICT
AR,0502700,BALD KNOB SCHOOL DISTRICT
AR,0502730,BARTON SCHOOL DISTRICT
AR,0502790,BAUXITE SCHOOL DISTRICT
AR,0502820,BAY SCHOOL DISTRICT
AR,0502880,BEEBE SCHOOL DISTRICT
AR,0502960,BENTON SCHOOL DISTRICT
AR,0503030,PEA RIDGE SCHOOL DISTRICT
AR,0503060,BENTONVILLE SCHOOL DISTRICT
AR,0503090,BERGMAN SCHOOL DISTRICT
AR,0503150,BERRYVILLE SCHOOL DISTRICT
AR,0503240,BISMARCK SCHOOL DISTRICT
AR,0503300,BLEVINS SCHOOL DISTRICT
AR,0503320,BLYTHEVILLE SCHOOL DISTRICT
AR,0503420,LEAD HILL SCHOOL DISTRICT
AR,0503450,BOONEVILLE SCHOOL DISTRICT
AR,0503480,BRADFORD SCHOOL DISTRICT
AR,0503630,BRINKLEY SCHOOL DISTRICT
AR,0503640,BROOKLAND SCHOOL DISTRICT
AR,0503690,BRYANT SCHOOL DISTRICT
AR,0503710,BUFFALO IS. CENTRAL SCH. DIST.
AR,0503750,CABOT SCHOOL DISTRICT
AR,0503770,CADDO HILLS SCHOOL DISTRICT
AR,0503840,CALICO ROCK SCHOOL DISTRICT
AR,0503960,CARLISLE SCHOOL DISTRICT
AR,0504020,WESTSIDE CONS. SCH DIST(CRAIGH
AR,0504050,CAVE CITY SCHOOL DISTRICT
AR,0504080,CEDARVILLE SCHOOL DISTRICT
AR,0504110,GENOA CENTRAL SCHOOL DISTRICT
AR,0504170,WHITE CO. CENTRAL SCHOOL DIST.
AR,0504200,CHARLESTON SCHOOL DISTRICT
AR,0504350,CLARENDON SCHOOL DISTRICT
AR,0504370,RECTOR SCHOOL DISTRICT
AR,0504380,CLARKSVILLE SCHOOL DISTRICT
AR,0504410,CLINTON SCHOOL DISTRICT
AR,0504560,CONCORD SCHOOL DISTRICT
AR,0504590,CONWAY SCHOOL DISTRICT
AR,0504680,COTTER SCHOOL DISTRICT
AR,0504740,COUNTY LINE SCHOOL DISTRICT
AR,0504800,CROSSETT SCHOOL DISTRICT
AR,0504860,CUTTER-MORNING STAR SCHOOL DISTRICT
AR,0504890,DANVILLE SCHOOL DISTRICT
AR,0504930,DARDANELLE SCHOOL DISTRICT
AR,0504980,DECATUR SCHOOL DISTRICT
AR,0505170,DERMOTT SCHOOL DISTRICT
AR,0505190,DES ARC SCHOOL DISTRICT
AR,0505340,DIERKS SCHOOL DISTRICT
AR,0505430,DOVER SCHOOL DISTRICT
AR,0505470,DREW CENTRAL SCHOOL DISTRICT
AR,0505500,DUMAS SCHOOL DISTRICT
AR,0505550,EARLE SCHOOL DISTRICT
AR,0505580,EAST END SCHOOL DISTRICT
AR,0505680,EL DORADO SCHOOL DISTRICT
AR,0505760,ELKINS SCHOOL DISTRICT
AR,0505850,ENGLAND SCHOOL DISTRICT
AR,0505970,EUREKA SPRINGS SCHOOL DISTRICT
AR,0506060,CAMDEN FAIRVIEW SCHOOL DISTRICT
AR,0506090,FARMINGTON SCHOOL DISTRICT
AR,0506120,FAYETTEVILLE SCHOOL DISTRICT
AR,0506150,FLIPPIN SCHOOL DISTRICT
AR,0506210,FORDYCE SCHOOL DISTRICT
AR,0506240,FOREMAN SCHOOL DISTRICT
AR,0506270,FORREST CITY SCHOOL DISTRICT
AR,0506330,FORT SMITH SCHOOL DISTRICT
AR,0506360,FOUKE SCHOOL DISTRICT
AR,0506420,FOUNTAIN LAKE SCHOOL DISTRICT
AR,0506540,GENTRY SCHOOL DISTRICT
AR,0506630,GLEN ROSE SCHOOL DISTRICT
AR,0506690,CENTERPOINT SCHOOL DISTRICT
AR,0506840,GRAVETTE SCHOOL DISTRICT
AR,0506870,GREEN FOREST SCHOOL DISTRICT
AR,0506900,GREENBRIER SCHOOL DISTRICT
AR,0506930,GREENLAND SCHOOL DISTRICT
AR,0506990,GREENWOOD SCHOOL DISTRICT
AR,0507110,GURDON SCHOOL DISTRICT
AR,0507140,GUY-PERKINS SCHOOL DISTRICT
AR,0507170,HACKETT SCHOOL DISTRICT
AR,0507230,HAMPTON SCHOOL DISTRICT
AR,0507290,HARMONY GROVE SCHOOL DISTRICT (OUACHITA)
AR,0507320,HARMONY GROVE SCH DIST(SALINE)
AR,0507350,HARRISBURG SCHOOL DISTRICT
AR,0507380,HARRISON SCHOOL DISTRICT
AR,0507530,HAZEN SCHOOL DISTRICT
AR,0507560,HEBER SPRINGS SCHOOL DISTRICT
AR,0507620,HECTOR SCHOOL DISTRICT
AR,0507680,HELENA / WEST HELENA SCHOOL DISTRICT
AR,0507710,HERMITAGE SCHOOL DISTRICT
AR,0507740,CROSS COUNTY SCHOOL DISTRICT
AR,0507770,HIGHLAND SCHOOL DISTRICT
AR,0507840,HOPE SCHOOL DISTRICT
AR,0507860,HORATIO SCHOOL DISTRICT
AR,0507890,HOT SPRINGS SCHOOL DISTRICT
AR,0507920,JESSIEVILLE SCHOOL DISTRICT
AR,0507990,HOXIE SCHOOL DISTRICT
AR,0508040,WEST MEMPHIS SCHOOL DISTRICT
AR,0508130,HUNTSVILLE SCHOOL DISTRICT
AR,0508240,JASPER SCHOOL DISTRICT
AR,0508280,JONESBORO SCHOOL DISTRICT
AR,0508340,JUNCTION CITY SCHOOL DISTRICT
AR,0508400,RIVERVIEW SCHOOL DISTRICT
AR,0508490,KIRBY SCHOOL DISTRICT
AR,0508610,LAKE HAMILTON SCHOOL DISTRICT
AR,0508640,LAKESIDE SCHOOL DIST(CHICOT)
AR,0508670,LAKESIDE SCHOOL DIST(GARLAND)
AR,0508700,LAMAR SCHOOL DISTRICT
AR,0508730,LAVACA SCHOOL DISTRICT
AR,0508940,LINCOLN SCHOOL DISTRICT
AR,0509000,LITTLE ROCK SCHOOL DISTRICT
AR,0509060,LONOKE SCHOOL DISTRICT
AR,0509150,MAGAZINE SCHOOL DISTRICT
AR,0509190,MAGNET COVE SCHOOL DIST.
AR,0509240,MALVERN SCHOOL DISTRICT
AR,0509270,MAMMOTH SPRING SCHOOL DISTRICT
AR,0509330,MANSFIELD SCHOOL DISTRICT
AR,0509360,LEE COUNTY SCHOOL DISTRICT
AR,0509390,MARION SCHOOL DISTRICT
AR,0509420,MARKED TREE SCHOOL DISTRICT
AR,0509480,SEARCY COUNTY SCHOOL DISTRICT
AR,0509510,MARVELL-ELAINE SCHOOL DISTRICT
AR,0509540,MAYFLOWER SCHOOL DISTRICT
AR,0509570,MAYNARD SCHOOL DISTRICT
AR,0509600,MCCRORY SCHOOL DISTRICT
AR,0509630,MCGEHEE SCHOOL DISTRICT
AR,0509720,MELBOURNE SCHOOL DISTRICT
AR,0509750,MENA SCHOOL DISTRICT
AR,0509780,MINERAL SPRINGS SCHOOL DISTRICT
AR,0509840,MONTICELLO SCHOOL DISTRICT
AR,0509990,MOUNT IDA SCHOOL DISTRICT
AR,0510080,MT. VERNON/ENOLA SCHOOL DISTRICT
AR,0510170,MOUNTAIN PINE SCHOOL DISTRICT
AR,0510200,MOUNTAIN VIEW SCHOOL DISTRICT
AR,0510260,MOUNTAINBURG SCHOOL DISTRICT
AR,0510290,MULBERRY/PLEASANT VIEW BI-COUNTY SCHOOLS
AR,0510320,SOUTH PIKE COUNTY SCHOOL DISTRICT
AR,0510380,NASHVILLE SCHOOL DISTRICT
AR,0510410,NEMO VISTA SCHOOL DISTRICT
AR,0510440,NETTLETON SCHOOL DISTRICT
AR,0510560,NORFORK SCHOOL DISTRICT
AR,0510680,NORTH LITTLE ROCK SCHOOL DISTRICT
AR,0510920,OMAHA SCHOOL DISTRICT
AR,0510950,OSCEOLA SCHOOL DISTRICT
AR,0510980,OUACHITA SCHOOL DISTRICT
AR,0511010,OZARK SCHOOL DISTRICT
AR,0511070,PANGBURN SCHOOL DISTRICT
AR,0511130,PARIS SCHOOL DISTRICT
AR,0511220,PARKERS CHAPEL SCHOOL DIST.
AR,0511340,PERRYVILLE SCHOOL DISTRICT
AR,0511370,PIGGOTT SCHOOL DISTRICT
AR,0511610,POCAHONTAS SCHOOL DISTRICT
AR,0511700,POTTSVILLE SCHOOL DISTRICT
AR,0511730,POYEN SCHOOL DISTRICT
AR,0511760,PRAIRIE GROVE SCHOOL DISTRICT
AR,0511820,PRESCOTT SCHOOL DISTRICT
AR,0511850,PULASKI COUNTY SPECIAL SCHOOL DISTRICT
AR,0511880,QUITMAN SCHOOL DISTRICT
AR,0511970,ROGERS SCHOOL DISTRICT
AR,0512000,ROSE BUD SCHOOL DISTRICT
AR,0512060,RUSSELLVILLE SCHOOL DISTRICT
AR,0512090,SALEM SCHOOL DISTRICT
AR,0512180,SCRANTON SCHOOL DISTRICT
AR,0512210,SEARCY SCHOOL DISTRICT
AR,0512420,SHIRLEY SCHOOL DISTRICT
AR,0512450,SILOAM SPRINGS SCHOOL DISTRICT
AR,0512480,SLOAN-HENDRIX SCHOOL DISTRICT
AR,0512510,SMACKOVER-NORPHLET SCHOOL DISTRICT
AR,0512520,SOUTH CONWAY COUNTY SCHOOL DISTRICT
AR,0512540,SOUTHSIDE SCHOOL DISTRICT (INDEPENDENCE)
AR,0512570,SOUTH SIDE SCHOOL DISTRICT(VANBUREN)
AR,0512630,SPRING HILL SCHOOL DISTRICT
AR,0512660,SPRINGDALE SCHOOL DISTRICT
AR,0512930,STRONG-HUTTIG SCHOOL DISTRICT
AR,0512960,STUTTGART SCHOOL DISTRICT
AR,0513080,GREENE COUNTY TECH SCHOOL DISTRICT
AR,0513110,TEXARKANA SCHOOL DISTRICT
AR,0513230,JACKSON CO. SCHOOL DISTRICT
AR,0513350,VALLEY SPRINGS SCHOOL DISTRICT
AR,0513380,VALLEY VIEW SCHOOL DISTRICT
AR,0513410,VAN BUREN SCHOOL DISTRICT
AR,0513530,VILONIA SCHOOL DISTRICT
AR,0513560,VIOLA SCHOOL DISTRICT
AR,0513680,WALDRON SCHOOL DISTRICT
AR,0513930,WATSON CHAPEL SCHOOL DISTRICT
AR,0514010,WEST FORK SCHOOL DISTRICT
AR,0514020,WESTSIDE SCHOOL DIST(JOHNSON)
AR,0514040,WEST SIDE SCHOOL DIST(CLEBURNE)
AR,0514140,WHITE HALL SCHOOL DISTRICT
AR,0514370,WONDERVIEW SCHOOL DISTRICT
AR,0514400,WOODLAWN SCHOOL DISTRICT
AR,0514430,WYNNE SCHOOL DISTRICT
AR,0514490,YELLVILLE-SUMMIT SCHOOL DISTRICT.
AR,0514491,ARKANSAS MILITARY AND FIRST RESPONDERS ACADEMY (AMFRA)
AR,0514492,NORTHWEST ARK COMMUNITY COLLEGE TECHNICAL CENTER
AR,0514495,MONTICELLO OCCUPATIONAL EDUCATION CENTER
AR,0514496,NORTH CENTRAL CAREER CENTER
AR,0514497,SCHOOL FOR ADVANCED STUDIES-NW ARK
AR,0514498,GARFIELD SCHOLARS ACADEMY
AR,0514499,ACADEMIES OF MATH AND SCIENCES SCHOOL
AR,0514500,INSTITUTE FOR THE CREATIVE ARTS SCHOOL
AZ,0400001,Cave Creek Unified District
AZ,0400003,Chino Valley Unified District
AZ,0400004,Clarkdale-Jerome Elementary District
AZ,0400005,Salome Consolidated Elementary District
AZ,0400016,Center for Academic Success Inc.
AZ,0400018,Pine Forest Education Association Inc.
AZ,0400019,Flagstaff Arts And Leadership Academy
AZ,0400020,Flagstaff Montessori
AZ,0400021,Colorado City Unified District
AZ,0400022,Vernon Elementary District
AZ,0400023,Pinon Unified District
AZ,0400026,Heber-Overgaard Unified District
AZ,0400028,Triumphant Learning Center
AZ,0400031,Ridgeline Academy Inc.
AZ,0400033,The Boys & Girls Clubs of the Valley
AZ,0400034,Reid Traditional Schools' Valley Academy Inc.
AZ,0400037,Twenty First Century Charter School Inc. Bennett
AZ,0400040,STEP UP Schools Inc.
AZ,0400041,Maricopa County Community College District dba Gat
AZ,0400043,New School For The Arts
AZ,0400047,Salt River Pima-Maricopa  Community Schools
AZ,0400052,Espiritu Community Development Corp.
AZ,0400053,Heritage Academy Inc.
AZ,0400054,Villa Montessori Charter School
AZ,0400055,EduPreneurship Inc.
AZ,0400056,Arizona School For The Arts
AZ,0400057,Arizona Center for Youth Resources
AZ,0400061,Intelli-School Inc.
AZ,0400065,Benjamin Franklin Charter School - Queen Creek
AZ,0400067,Victory High School Inc.
AZ,0400068,Montessori Day Public Schools Chartered Inc.
AZ,0400069,Khalsa Montessori Elementary Schools
AZ,0400070,Tempe Preparatory Academy
AZ,0400071,Bright Beginnings School Inc.
AZ,0400072,Montessori Education Centre Charter School
AZ,0400074,Kingman Academy Of Learning
AZ,0400075,Young Scholars Academy Charter School Corp.
AZ,0400077,Career Development Inc.
AZ,0400078,Edge School Inc. The
AZ,0400079,Tucson Youth Development/ACE Charter High School
AZ,0400081,Presidio School
AZ,0400082,Colorado River Union High School District
AZ,0400083,Portable Practical Educational Preparation Inc. (
AZ,0400089,Sedona Charter School Inc.
AZ,0400090,Mingus Springs Charter School
AZ,0400092,Franklin Phonetic Primary School Inc.
AZ,0400093,Skyview School Inc.
AZ,0400094,Az-Tec High School
AZ,0400095,Yuma Private Industry Council Inc.
AZ,0400096,Mountain School Inc.
AZ,0400097,Northland Preparatory Academy
AZ,0400098,Flagstaff Junior Academy
AZ,0400099,Liberty High School
AZ,0400100,Ball Charter Schools (Hearn)
AZ,0400102,Friendly House Inc.
AZ,0400103,Ombudsman Educational Services Ltd.a subsidiary
AZ,0400106,Arizona Agribusiness & Equine Center Inc.
AZ,0400107,International Commerce Secondary Schools Inc.
AZ,0400108,Humanities and Sciences Academy of the United Stat
AZ,0400109,Phoenix Advantage Charter School Inc.
AZ,0400111,Allen-Cochran Enterprises Inc.
AZ,0400112,American Leadership Academy Inc.
AZ,0400113,Fountain Hills Charter School
AZ,0400115,Hermosa Montessori Charter School
AZ,0400120,Arizona Department of Corrections
AZ,0400121,Accelerated Learning Center Inc.
AZ,0400122,Acclaim Charter School
AZ,0400124,Genesis Program Inc.
AZ,0400126,Montessori Schoolhouse of Tucson Inc.
AZ,0400129,Accelerated Elementary and Secondary Schools
AZ,0400130,Edkey Inc. dba American Heritage Academy
AZ,0400131,The Charter Foundation Inc.
AZ,0400134,BASIS Charter Schools Inc.
AZ,0400135,Challenge School Inc.
AZ,0400141,Discovery Plus Academy
AZ,0400144,CPLC Community Schools
AZ,0400145,Gem Charter School Inc.
AZ,0400147,Ha:san Educational Services
AZ,0400149,Kaizen Education Foundation dba El Dorado High Sch
AZ,0400150,Mexicayotl Academy Inc.
AZ,0400151,New Horizon School for the Performing Arts
AZ,0400153,Phoenix School of Academic Excellence The
AZ,0400154,Shonto Governing Board of Education Inc.
AZ,0400157,Edkey Inc. - Sequoia Choice Schools
AZ,0400159,Tucson Preparatory School
AZ,0400160,Vision Charter School Inc.
AZ,0400163,Coconino County Accommodation School District
AZ,0400165,Keystone Montessori Charter School Inc.
AZ,0400178,Greenlee Alternative School District
AZ,0400181,Benchmark School Inc.
AZ,0400182,Cambridge Academy  East  Inc
AZ,0400184,Ball Charter Schools (Dobson)
